country,winery,variety,points,price,description
Spain,Pinord,Tempranillo,86,10,"Roasted, smoky, earthy aromas of herbal berry fruits and leather stir interest. In the mouth, this Tempranillo is firm and chewy, with full tannins. Savory, spicy and baked in flavor, this basic Peneds red finishes dry, peppery and with leathery berry notes."
Germany,Johann Falkenburg,Riesling,86,11,"Notes of sea breeze and brackish lend an earthy, saline tone to this off-dry Riesling. Lemon-lime and crisp pear flavors are sprightly and fresh on the palate. Drink now."
France,Laudun Chusclan,Rhne-style White Blend,86,13,"This is a solid, well-made white from the Southern Rhne, offering aromas and flavors of wet stone and melon. Despite boasting ample weight on the palate, it finishes on a crisp note of underripe pineapple."
Chile,Leyda,Syrah,86,20,"Hard, cool-climate aromas of asphalt and black olive are offset by stewy, savory notes. This Syrah is chewy and tannic in feel, with herbal, roasted flavors that suggest marginal ripeness. Earthy berry and salty flavors carry the finish."
Chile,Via Requingua,Carmenre,86,10,"Earthy cherry and plum aromas are a bit briny, while the palate delivers lively acidity and an overall spunky mouthfeel. Flavors of mixed berries, spices and herbs finish with mild oak and clarity."
Germany,Paul Anheuser,Riesling,86,19,"Ripe, yellow peach and apricot flavors are dusted by layers of smoke and mineral in this fruity yet deeply earthen sp_tlese. Brisk lemon-lime acidity keeps the mouthfeel fresh and breezy."
Italy,Castello di Montep_,Red Blend,86,30,"Aromas of scorched earth, toasted oak, espresso and a gamy note lead the nose. The extracted palate offers blackberry extract, bitter sage and crushed black pepper alongside drying but fleeting tannins."
US,Aviary,Chardonnay,86,20,"A jasmine bouquet introduces layers of bright lemon and lime in this sharply etched white, low in oak but high in acidity. Straightforward and medium bodied, it has a pronounced tartness on the finish."
Spain,Bodegas N_ez,Albario,86,18,"A mild bouquet of generic stone-fruit aromas is a touch empty but friendly. This is mild on the palate, with modest acidity and not much minerally kick. Briny, leesy nectarine flavors finish round in feel. Drink immediately."
Italy,Casa Catelli,Red Blend,86,14,"Here's an easygoing blend of Sangiovese and 5% Cabernet Sauvignon that opens with scents of purple flowers and red and black berries. The simple, fruity palate doles out wild cherry, black raspberry and a hint of sweet baking spice alongside soft tannins and fresh acidity."
US,Airlie,Chardonnay,86,17,"Barrel fermented and pushed right on through secondary malolactic fermentation, this estate-grown and bottled effort mixes light, green apple and celery stalk flavors with a touch of barrel toast."
US,Liquid Farm,Chardonnay,94,50,"This blends fruit from 40% Rita's Crown, 30% Bentrock, 16% Clos Pepe, 10% Zotovich and 4% Kessler Haak vineyards to deliver awesome aromas of salted caramel and sea spray. It's soft and lush once sipped with roasted apples and mango, speckled with even acidity and rockiness. It finishes on marshmallow-marzipan flavors, all subtly done."
US,Two Sisters,Chardonnay,94,55,"Tight and restrained aromas of just-opening white blossoms are laid against a brioche backdrop with hints of spring grass too. It's very high toned on the palate, driven by limestone minerality with an acidic zing powered by lemon juice and lime peels. The apple flavors pick up a unique but pleasant sense of crushed, dried herbs as well."
Germany,Robert Weil,Riesling,94,365,"A sweet trail of orange marmalade percolates through this succulently sweet wine. On the midpalate, savory tones of smoke, nuts and bruised apple add shades of complexity, but the finish is pure and pristine, a shower of lemon and honey that goes on endlessly."
US,Lemelson,Pinot Noir,94,48,"This high-altitude, Chehalem Mountains vineyard puts on a show with this 2012. A sweet chocolate and cherry nose unfolds into a complex, elegant and beautifully proportioned wine, with blackberry, mineral and baking spice components. The lingering finish promises even better things to come if you give it another six to eight years in the cellar. Drink 2015 through 2025."
Portugal,Luis Duarte,Portuguese Red,94,40,"This always-impressive wine is a blend that pits local Alentejo grapes against Syrah and Petit Verdot. Concentrated and complex, it is packed both with black fruits and dark tannins. Intense acidity proclaims its youth and this powerful wine will need to age. Drink from 2019."
US,Domaine Drouhin Oregon,Chardonnay,94,35,"From 20-year-old, Dijon clone estate vines, this substantial, tongue-gripping Chardonnay has intense depth of flavor. A luscious mix of grapefruit, apple, melon, spice and mineral elements, it drives down through the palate and never quits."
US,Wallis Family Estate,Cabernet Sauvignon,94,75,"A 100% Cabernet Sauvignon given two years in French oak, this sanguine, expertly structured and elegant wine offers plenty of bright cassis and blackberry flavor on the palate, seducing with complex layers of dried herb and black tea. Enjoyable now, this wine will also benefit from time; hold through 2022."
US,Fulcrum,Pinot Noir,94,55,"New Jersey home-winemaker-turned-California-Pinot-pro David Rossi delivers a delicious wine from the eastside of the Salinas Valley, with umami-meets-floral aromas of wild strawberry-clove mousse, violet-infused soy sauce and eucalyptus shavings. Ripe flavors of raspberry and blackberry get lifted by nutmeg, allspice and pine, with a tart, bitter cranberry-skin note on the finish."
US,Krupp Brothers,Cabernet Sauvignon,94,150,"A 100% Cabernet Sauvignon from the M5 block of Stagecoach Vineyard, the producer's own estate, this offers notes of pipe tobacco and tar, with shades of pencil lead and cedar bearing down on the palate. It's mouthfilling, with ample acidity showing through in the background followed by a long finish. Cellar through 2026."
France,Domaine Marcel Deiss,White Blend,94,66,"In keeping with his practice of making vineyard, rather than varietal wines, Marcel Deiss blends this wine from different members of the Pinot family. It has a strongly dry spice element as well as fresher fruit and a touch of pears. Complex, it needs to age several years, so drink from 2017."
US,Donelan,Rhne-style Red Blend,94,50,"A Chateauneuf-du-Pape inspired blend of 64% Grenache, 24% Mourvdre and 12% Syrah, Moriah was not made in 2011 but roars back to life in 2012 light ruby red in color and fully refined in rose petal aromatics. Integrated and subtle, it's focused in bright red fruit and layered white pepper."
Spain,Emilio Moro,Tinto Fino,94,179,"Graphite, maple and other oaky aromas dominate this lush, pitch-black Tinto Fino. A chewy, dense mouthfeel is rich as an oil baron, while oak-driven flavors of vanilla and baking spices accent blackberry and cassis. On the finish, this is monster-sized and full of blue-fruit deliciousness. Drink through 2020."
Portugal,Taylor Fladgate,Port,94,53,"Vargellas is always associated with violet aromas as well as the strength and power of its wines inside a velvet glove. The 2012 is concentrated yet soft and smooth on the surface. It's fruity and fresh, while brooding with inner strength. Drink now for its fruit; wait until 2021 for its power and longevity."
Spain,Paul de Albas,Tempranillo,94,90,"Heady, rich, balsamic aromas fold in attractive notes of cedar, tobacco and black cherry in front of a fully ripe, superbly balanced palate that nails it in terms of structure. Mocha, espresso, fudge and blackberry flavors finish with spicy, mossy, dry notes and a final wave of blackened toast and tannins. Best from 20172022."
US,Williams Selyem,Zinfandel,94,55,"This is an exceptional Zinfandel from a renowned site, as famous for Pinot Noir and Chardonnay as it has now become for Zin. Heady aromas of raspberry, blackberry and boysenberry tease before coming to life on the palate, accented by a delightful complement of allspice and juicy acidity. Medium bodied, it's incredibly easy to enjoy and rich in all the right ways."
Germany,Joh. Jos. Pr_m,Riesling,94,51,"Pristine apple, pear and peach are marked with hints of nuts and crushed stones in this sprightly yet deeply complex auslese. It's lacy and sheer on the palate, yet lime and lemon tones are bracing. Hold till 2020 to allow the subtleties to intensify."
Germany,Reichsgraf von Kesselstatt,Riesling,94,65,"While dry and delicate in body, this intense, penetrating Riesling is lush with sun-drenched peaches. A steely, mineral tone lends gravitas to the midpalate, finishing lean, elegant and bright. Enjoy now for its exuberant youth, but store some away to enjoy as its minerality intensifies from 2020 on."
US,Acacia,Pinot Noir,94,60,"A barrel selection from estate-grown grapes, this Pinot succeeds in rich red raspberry and an offering of strawberry-rhubarb pie, the texture velvety smooth. The oak builds through the finish, providing ample body and substance, yet the wine stays light and lilting on the palate, inviting one in for more."
France,Domaine Riefl-Landmann,Pinot Gris,94,78,"This is a sweet, honeyed wine that's powerful and concentrated. It's full of spice, ripe tropical fruits and pleasurable sweetness. Just behind all this richness lies a great acidity that's so attractive. The wine could be drunk now, but it will be even better from 2017."
France,Domaine Zind-Humbrecht,Pinot Gris,94,105,"Zind-Humbrecht owns some great Grand Cru vineyards, perhaps none more so than the Clos Saint Urbain. This luscious, rich, sweet wine shows both power and intensity without losing any sense of structure. It's young, needing many years to show off its full potential. Drink from 2018."
US,Penner-Ash,Pinot Noir,94,65,"Dark fruits and graceful highlights of black tea, citrus oil, tobacco and mocha make this an endlessly fascinating wine with impressive complexity. Give it extended breathing time and it rewards you with layer after layer of silky fruit, leaf and spice. This is a 20-year wine, but may be enjoyed immediately with ample airing."
Italy,Planeta,Nero d'Avola,94,42,"Always one of the finest expressions of Nero d'Avola, this polished, delicious wine opens with enticing aromas of blue flower, dark berry and a whiff of smoky graphite. The smooth, almost creamy palate doles out layers of blackberry, pomegranate, raspberry, white pepper, carob and licorice, while velvety tannins and fresh acidity provide support. Drink through 2021."
